question_id,conversation_starter_id,subcategory (auto-filled),insight_subject,insight_direction,question_stem,question_type,status,image_per_row,multi_select,used_for_conversation_starters,used_on_day_0,question_order_per_subcategory,answer_options,,,,,,,,,,,,,,,,ondevice_model_tags
QID449,CSID238,Fitness,Active lifestyle compatibility,WHO_I_WANT,It's important that my partner is physically fit.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID452,CSID240,Drinking,Alcohol consumption,WHO_I_AM,I prefer to meet dates for coffee over a drink.,BINARY_IMAGE,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID455,CSID242,Personality,Personality,WHO_I_AM,People often see me as a leader.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID456,,Relationship expectations,Attitudes toward monogamy/polyamory,WHO_I_AM,Your date asks to be polyamorous. How do you feel?,MCQ_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,Relieved,Overjoyed,Anxious,Disappointed,Prefer not to say,,,,,,,,,,,,
QID457,CSID243,Relationship expectations,Attitudes toward monogamy/polyamory,WHO_I_WANT,I'm open to my partner going on dates with other people.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID459,CSID245,Communication,Conflict resolution,WHO_I_AM,You are upset with your partner. What's your go-to move?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,Talk it out immediately,Take a break to cool down before talking about it,Pretend everything is fine,,,,,,,,,,,,,,
QID460,CSID246,Communication,Conflict resolution,WHO_I_AM,Which are you most likely to say during an argument?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,Let's talk this out immediately,I need time to decompress.,Let's pick this up later.,"It's ok, we're cool",,,,,,,,,,,,,
QID469,,Current Family,Current family situation,WHO_I_WANT,I'm open to dating someone with kids.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID470,,Current Family,Current family situation,WHO_I_AM,Do you live with anyone? Choose all that apply.,MCQ_TEXT,ACTIVE,,TRUE,FALSE,FALSE,99999,"Just me, myself, and I",Family,Pet,Roommate,Ghost,,,,,,,,,,,,
QID471,,Current Family,Current family situation,WHO_I_WANT,I'm a single parent.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID472,CSID252,Current Family,Current family situation,WHO_I_AM,Do you have any siblings? Choose all that apply.,MCQ_TEXT,ACTIVE,,TRUE,TRUE,FALSE,99999,I have 1 sibling,I'm an only child,I have 2+ siblings,I have a twin,I have an evil twin,,,,,,,,,,,,
QID473,CSID253,Sleep pattern,Daily routine compatibility,WHO_I_AM,I get up early in the morning.,BINARY_IMAGE,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID474,CSID254,Sleep pattern,Daily routine compatibility,WHO_I_AM,Keeping a regular sleep schedule is important.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID475,CSID255,Outdoor & Adventure,Adventurousness,WHO_I_AM,"When you say you like the outdoors, what do you actually mean?",MCQ_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,"Mountains, national parks, everything!",I never said that,,,,,,,,,,,,,,,
QID477,CSID257,Food & Cooking,Dietary restrictions,WHO_I_AM,I avoid eating or drinking dairy.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID478,CSID258,Food & Cooking,Dietary restrictions,WHO_I_AM,Do you adhere to a specific diet? Choose all that apply.,MCQ_TEXT,ACTIVE,,TRUE,TRUE,TRUE,99999,Ketogenic,Halal,Pescatarian,Flexitarian,Kosher,,,,,,,,,,,,
QID481,,Arts & Science,Pastimes,WHO_I_AM,I like watching documentaries.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID485,,Future Family,Family planning,WHO_I_WANT,I hope my partner would be open to adopting children.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID487,,Future Family,Family values,WHO_I_AM,I'm close with my extended family or distant relatives.,BINARY_IMAGE,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID488,,Future Family,Family values,WHO_I_AM,Family loyalty is more important than any other relationship.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID489,CSID264,Future Family,Family values,WHO_I_AM,What are some family activities you enjoy? Choose all that apply.,MCQ_TEXT,ACTIVE,,TRUE,TRUE,FALSE,99999,Family dinner time,Game nights,Going on trips and vacations,Watching movies or TV shows,Celebrating holidays,,,,,,,,,,,,
QID490,,Future Family,Family values,WHO_I_WANT,I'd find it cute if my partner talked to their siblings all the time.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID492,CSID265,Entertainment,Favorite Movie,WHO_I_WANT,My ideal partner must love Star Wars.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID493,CSID266,Entertainment,Favorite Movie,WHO_I_AM,What's your favorite type of movie?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,Animation,Horror,Action,Romance,Comedy,,,,,,,,,,,,
QID494,CSID267,Entertainment,Favorite Movie,WHO_I_AM,Seeing a movie is a great date idea. ,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID496,,Spendy/thrifty,Financial tendencies,WHO_I_WANT,I prefer to date someone who can stick to a budget.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID497,,Spendy/thrifty,Financial tendencies,WHO_I_WANT,I'd love to meet an investment enthusiast.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID498,CSID269,Fitness,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,MCQ_IMAGE,ACTIVE,4,FALSE,TRUE,TRUE,99999,Tennis,Soccer,American football,Golf,Formula One,Hockey,Volleyball,Archery,MMA,Wrestling,Boxing,Basketball,Cricket,Figure skating,Baseball,None of the above,
QID499,CSID270,Fitness,Fitness/Sports,WHO_I_AM,Which sports do you like to play? Choose all that apply.,MCQ_IMAGE,ACTIVE,3,TRUE,TRUE,FALSE,99999,Basketball,Tennis,Soccer,Rugby,Hockey,Roller skate,Boxing,Yoga,None of the above,,,,,,,,
QID5,,Relationship expectations,Independence,WHO_I_AM,You like to sometimes spend a day without your partner.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID502,CSID274,Hobbies & Interest,Hobby compatibility,WHO_I_AM,Are you interested in any of these hobbies? Choose all that apply. ,MCQ_TEXT,ACTIVE,,TRUE,TRUE,FALSE,99999,Foraging,Birding,Antiquing,Interior design,,,,,,,,,,,,,
QID503,CSID275,Hobbies & Interest,Creative date preferences,WHO_I_AM,You like to work with your hands. ,BINARY_IMAGE,ACTIVE,,FALSE,TRUE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID506,CSID278,Hobbies & Interest,Hobby compatibility,WHO_I_AM,It's important to share hobbies with the person you're dating. ,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID507,,Spendy/thrifty,Money talks,WHO_I_WANT,You'd be more likely to consider a second date with someone who owns their own home. ,BINARY_IMAGE,ACTIVE,,FALSE,FALSE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID508,CSID279,Spendy/thrifty,Money talks,WHO_I_AM,You're willing to take risks when investing.,BINARY_IMAGE,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID509,CSID280,Spendy/thrifty,Money talks,WHO_I_AM,You'd combine your finances with the right person.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID511,CSID282,Entertainment,Music,WHO_I_AM,Which music genres do you like? Choose all that apply.,MCQ_TEXT,ACTIVE,,TRUE,TRUE,FALSE,99999,Pop,Rock & roll,Jazz,Hip hop,Country,,,,,,,,,,,,
QID512,CSID283,Entertainment,Music,WHO_I_AM,Which music genres do you like? Choose all that apply.,MCQ_TEXT,ACTIVE,,TRUE,TRUE,TRUE,99999,Heavy metal,K-pop,Classical,EDM,,,,,,,,,,,,,
QID513,CSID284,Entertainment,Music,WHO_I_AM,Do you consider yourself a music lover?,BINARY_IMAGE,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID515,CSID286,Open-mindedness,Open-mindedness,WHO_I_WANT,You think tattoos are hot.,BINARY_IMAGE,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID516,,Open-mindedness,Open-mindedness,WHO_I_WANT,You want your partner to have piercings.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID517,,Open-mindedness,Open-mindedness,WHO_I_AM,You're always down to try new kinds of food. ,BINARY_TEXT,ACTIVE,,FALSE,FALSE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID518,,Arts & Science,Pastimes,WHO_I_AM,You're pretty handy around the house. ,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID519,CSID287,Arts & Science,Pastimes,WHO_I_AM,You know how to operate power tools. ,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID520,,Arts & Science,Pastimes,WHO_I_WANT,Does it matter to you if your partner is handy around the house?,MCQ_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,It'd be a nice bonus,Not really,Yes! I need the help,Not sure,,,,,,,,,,,,,
QID523,CSID290,Arts & Science,Pastimes,WHO_I_WANT,You'd be thrilled if your date enjoyed these hobbies. Choose all that apply.,MCQ_TEXT,ACTIVE,,TRUE,TRUE,TRUE,99999,Gardening,Reading,Journaling,Shopping,Volunteering,,,,,,,,,,,,
QID527,CSID294,Personality,Personality,WHO_I_AM,You think white lies are totally fine. ,BINARY_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID528,CSID295,Personality,Personality,WHO_I_AM,Who are you in your friend group?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,The jokester who makes others laugh,The one who works out all the time,The one with a plan for everything,The smart one everyone turns to,The energizing cheerleader,,,,,,,,,,,,
QID529,,Personality,Personality,WHO_I_WANT,You tend to enjoy dating nerds.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID530,CSID296,Personality,Personality,WHO_I_WANT,What's one quality you absolutely can't compromise on in a partner?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,Total honesty,Sense of humor,Sense of optimism,Intelligence,Kindness,,,,,,,,,,,,
QID531,CSID297,Personality,Personality,WHO_I_AM,Pick one thing you'd list as your top strength on your resume.,MCQ_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,Self-motivated,Organized and detail-oriented,Problem-solver,Empathetic,Decisive,,,,,,,,,,,,
QID533,CSID298,Personality,Personality,WHO_I_AM,How would you describe your sense of humor?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,I'm fluent in sarcasm,I specialize in dad jokes,I thrive on dark humor,Self-deprecating,Dry wit,,,,,,,,,,,,
QID534,CSID299,Relationship expectations,Relationship Values,WHO_I_WANT,I want a partner who can hold their own in a conversation.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID536,CSID301,Personality,Personality,WHO_I_WANT,You want to meet someone with golden retriever energy.,BINARY_IMAGE,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID537,CSID302,Relationship expectations,Relationship Values,WHO_I_AM,Is it necessary to have shared values with everyone you date?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,Unnecessary,Nice to have,Needed at most times,Essential,,,,,,,,,,,,,
QID538,CSID303,Relationship expectations,Relationship Values,WHO_I_AM,What do you bring to a date?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,Excitement,Great conversation,Great listener,I'm funny,Maturity,,,,,,,,,,,,
QID539,CSID304,Relationship expectations,Relationship Values,WHO_I_WANT,What are you looking for in a partner?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,A great listener,Someone I can trust,Someone who inspires me,A hottie,An intellectual equal,,,,,,,,,,,,
QID552,,Drinking,Alcohol consumption,WHO_I_AM,You love wine.,BINARY_IMAGE,ACTIVE,,FALSE,FALSE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID553,,Food & Cooking,Food preference,WHO_I_AM,You love seafood.,BINARY_IMAGE,ACTIVE,,FALSE,FALSE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID555,CSID307,Food & Cooking,Food preference,WHO_I_AM,You'd splurge on a special meal,BINARY_IMAGE,ACTIVE,,FALSE,TRUE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID556,CSID308,Food & Cooking,Dining compatibility,WHO_I_AM,You'll try any type of food once.,BINARY_IMAGE,ACTIVE,,FALSE,TRUE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID557,,Food & Cooking,Dining compatibility,WHO_I_AM,"At restaurants, do you like to share your food?",BINARY_IMAGE,ACTIVE,,FALSE,FALSE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID560,,Future Family,Family planning,WHO_I_AM,You want to have a big family.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID561,,Future Family,Family planning,WHO_I_AM,You're open to becoming a foster parent. ,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID563,,Future Family,Family planning,WHO_I_AM,You're willing to be a stepparent.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID564,CSID310,Fitness,Fitness/Sports,WHO_I_AM,You enjoy casual team sports.,BINARY_IMAGE,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID565,,Cleanliness,Organization,WHO_I_AM,You consider yourself a minimalist.,BINARY_IMAGE,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID566,,Hobbies & Interest,Hobby compatibility,WHO_I_AM,"You'd keep your hobbies private, even if your partner wanted to join. ",BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID569,,Romanticism,Love language,WHO_I_WANT,You are a hugger.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID572,,Spendy/thrifty,Financial tendencies,WHO_I_AM,You stick to a strict budget.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID573,,Food & Cooking,Dining compatibility,WHO_I_AM,You love spicy food.,BINARY_IMAGE,ACTIVE,,FALSE,FALSE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID574,CSID312,Spendy/thrifty,Money talks,WHO_I_AM,You’d rather spend money on experiences than material things.,BINARY_IMAGE,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID575,,Spendy/thrifty,Money talks,WHO_I_AM,You love it when you find a great discount or coupon.,BINARY_IMAGE,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID576,,Spendy/thrifty,Money talks,WHO_I_AM,You always haggle for a better deal.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID579,,Political views,Social views,WHO_I_AM,You look forward to LGBTQ+ Pride Month.,BINARY_IMAGE,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID58,CSID315,Hobbies & Interest,Gaming compatibility,WHO_I_AM,You love video games.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID581,,Entertainment,Music,WHO_I_AM,You enjoy singing.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID582,,Political views,Social views,WHO_I_AM,You think wealthy people should pay higher taxes.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID593,,Arts & Science,Pastimes,WHO_I_AM,"You find joy in teaching and sharing your knowledge.
",BINARY_TEXT,ACTIVE,,FALSE,FALSE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID594,,Relationship expectations,Independence,WHO_I_AM,It's important to you that you get to meet your long term partner's friends. ,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID598,CSID321,Hobbies & Interest,Cooking,WHO_I_AM,Not knowing how to cook is a red flag for me.,BINARY_IMAGE,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID599,CSID322,Hobbies & Interest,Cooking,WHO_I_AM,"When you cook, you tend to follow the recipe. ",BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID600,CSID323,Hobbies & Interest,Cooking,WHO_I_AM,"When you cook, it's mainly because…",MCQ_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,Homemade meals are more budget friendly.,I genuinely enjoy cooking.,I need to follow a strict diet.,To feed someone else.,Just one of the chores I have to do.,,,,,,,,,,,,
QID604,,Arts & Science,Pastimes,WHO_I_AM,You actively seek out new scientific facts for fun.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID605,CSID326,Pets,Pet friendliness,WHO_I_AM,I'm a proud plant parent.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID608,CSID329,Smoking,Smoking,WHO_I_AM,I vape.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID61,CSID331,Hobbies & Interest,Creative date preferences,WHO_I_AM,What would you like to spend time doing?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,Watching a dance performance,Attending a concert,Getting crafty with a hands-on project,Exploring a famous art gallery,Attending a sporting event,,,,,,,,,,,,
QID610,,Dating expectations,Dating intention,WHO_I_AM,A long distance relationship is worth the try.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID611,CSID332,Dating expectations,Dating intention,WHO_I_AM,How far are you willing to travel to meet your date?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,Preferably within walking distance,Within 30 minutes by car,Maybe an hour or so by car,"For the one, I'd hop on a plane",Not sure,,,,,,,,,,,,
QID612,CSID333,Dating expectations,Dating intention,WHO_I_AM,Would you date someone you were friends with first?,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID613,CSID334,Dating expectations,Dating intention,WHO_I_AM,Having multiple situationships is basically cheating.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID615,CSID335,Dating expectations,Dating intention,WHO_I_AM,Most of my relationships started out as friends first.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID619,CSID337,Romanticism,Love language,WHO_I_AM,What should your partner do when you need to vent?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,Listen and let me talk it out,Help me find a solution,Always take my side,Offer me a comforting hug,Cheer me up with gifts or food,,,,,,,,,,,,
QID62,CSID338,Arts & Science,Artistry,WHO_I_AM,Art plays an important role in my life.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID620,,Fitness,Active lifestyle compatibility,WHO_I_AM,You believe a person's fitness is a reflection of their character.        ,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID621,CSID339,Fitness,Active lifestyle compatibility,WHO_I_AM,What do you mainly exercise for? Choose all that apply.,MCQ_TEXT,ACTIVE,,TRUE,TRUE,FALSE,99999,It helps me de-stress,I want to look fit,For my health,Exercise is my job,,,,,,,,,,,,,
QID622,CSID340,Fitness,Active lifestyle compatibility,WHO_I_AM,Where do you prefer to work out?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,Gym,Studio or class,Home,Outdoors,,,,,,,,,,,,,
QID623,CSID341,Fitness,Active lifestyle compatibility,WHO_I_AM,You'd rather do cardio than weights.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID624,,Fitness,Active lifestyle compatibility,WHO_I_AM,You'd sign up for a group exercise class.,MCQ_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,"Sure, sounds fun!","Maybe, if someone joins me",Never,Not sure,,,,,,,,,,,,,
QID625,,Fitness,Fitness/Sports,WHO_I_AM,You like playing pool.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID627,,Fitness,Fitness/Sports,WHO_I_AM,You would watch a mixed martial arts tournament.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID628,,Fitness,Fitness/Sports,WHO_I_WANT,You enjoy watching sports,BINARY_TEXT,ACTIVE,,FALSE,FALSE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID629,CSID343,Fitness,Fitness/Sports,WHO_I_AM,Do you follow any of these sports closely? Choose all that apply.,MCQ_TEXT,ACTIVE,,TRUE,TRUE,FALSE,99999,Basketball,Baseball,Football,Tennis,Cricket,,,,,,,,,,,,
QID630,,Religion,Religion,WHO_I_AM,You believe in Karma,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID631,CSID344,Religion,Religion,WHO_I_AM,What best describes you in your spiritual journey?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,I follow a specific religion,I believe in something beyond the physical,I believe in what's tangible and measurable,I don't really have strong beliefs either way.,Prefer not to say,,,,,,,,,,,,
QID635,CSID348,Political views,Political alignment,WHO_I_WANT,You'd date someone who doesn't follow politics.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID636,,Political views,Political alignment,WHO_I_AM,"When a friend regularly voices their political views on social media, how do you usually feel?",MCQ_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,Curious and engaged,Secretly tired of their posts,Unsure what they're talking about,Honestly indifferent,None of the above,,,,,,,,,,,,
QID639,,Open-mindedness,Cultural Background,WHO_I_AM,I'd date someone who's not fluent in my language.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID64,CSID349,Hobbies & Interest,Creative date preferences,WHO_I_AM,I have a creative hobby I do often.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID641,,Open-mindedness,Cultural Background,WHO_I_AM,I have lived in different countries.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID642,,Open-mindedness,Cultural Background,WHO_I_AM,"When you come across a new language and you find it interesting, you…",MCQ_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,Always pick up a phrase or two for fun,Often feel the urge to learn it,Try to figure out what it is but not necessarily learn it,None of the above,,,,,,,,,,,,,
QID644,,Open-mindedness,Open-mindedness,WHO_I_AM,"When I go to a restaurant, I tend to always order the same thing.",BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID648,CSID351,Pets,Pet friendliness,WHO_I_WANT,My partner definitely needs to love dogs.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID649,CSID352,Pets,Pet friendliness,WHO_I_WANT,My partner definitely needs to love cats.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID650,CSID354,Career,Work vibes,WHO_I_AM,I own a business.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID651,,Career,Work vibes,WHO_I_WANT,I want my partner and I to have similar work schedules.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID655,,Food & Cooking,Food preference,WHO_I_WANT,I'd date someone who doesn't drink coffee.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID658,,Food & Cooking,Food preference,WHO_I_WANT,I'd date someone who doesn't eat meat.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID659,,Personality,Personality,WHO_I_AM,I like it when people talk about deeply personal things.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID66,CSID360,Arts & Science,Pastimes,WHO_I_AM,Which activity do you feel most drawn to?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,Reading a book,Having a lively debate,Teaching or mentoring others,Learning a new skill,Watching tv or a movie,,,,,,,,,,,,
QID660,,Personality,Personality,WHO_I_AM,My friend group often turns to me to handle a problem.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID661,,Personality,Personality,WHO_I_WANT,It's very important to me that my date is willing to try new things.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID662,,Personality,Personality,WHO_I_WANT,I'm an optimist. ,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID663,,Personality,Personality,WHO_I_WANT,I'd actually love to date someone who's got a plan for everything.,BINARY_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID664,,Career,Career priorities,WHO_I_WANT,Would it be okay if your partner worked on weekends?,MCQ_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,"Yes, if they still have time for me",Only if it's temporary,"Yes, I understand work comes first","No, I'd absolutely hate it",Not sure,,,,,,,,,,,,
